"Annotation" "Short-Name" "Core-gene" "Occurence" "Mean-abundance" "SD-abundance" "Mean-abundance-if-present" "SD-abundance-if-present"
"FIG00582124: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG005935: membrane protein" "Gene2118" NA "130" "0.751173708920188" "0.800389665044029" "1.23076923076923" "0.676727895100502"
"FIG00597725: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG006036: phage encoded DNA polymerase I (EC 2.7.7.7)" "Gene8419" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG006045: Sigma factor, ECF subfamily" "Gene3269" NA "42" "0.206572769953052" "0.428417437291926" "1.04761904761905" "0.215540268704521"
"FIG006126: DNA helicase, restriction/modification system component YeeB" "Gene5214" NA "11" "0.0516431924882629" "0.221826943455005" "1" "0"
"FIG00613342: Bacterial patatin-like phospholipase domain containing protein" "Gene0517" NA "213" "1.03286384976526" "0.17870014216457" "1.03286384976526" "0.17870014216457"
"FIG006285: ICC-like protein phosphoesterase" "Gene0058" "Gene58" "213" "1" "0" "1" "0"
"FIG00636320: hypothetical protein" "Gene8420" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00638051: hypothetical protein" "Gene7233" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00638143: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00640418: hypothetical protein" "Gene6614" NA "5" "0.0234741784037559" "0.15176056594936" "1" "0"
"FIG00641023: hypothetical protein" "Gene6220" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00641944: hypothetical protein" "Gene7234" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00642311: hypothetical protein" "Gene8421" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00643583: hypothetical protein" "Gene6615" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00645039: hypothetical protein with HTH-domain" "Gene7875" NA "2" "0.0140845070422535" "0.152923499170202" "1.5" "0.707106781186548"
"FIG00657500: hypothetical protein" "Gene2595" NA "79" "0.370892018779343" "0.484181523520899" "1" "0"
"FIG00660498: hypothetical protein" "Gene8422" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG006611: nucleotidyltransferase" "Gene2265" NA "120" "0.563380281690141" "0.497135028718723" "1" "0"
"FIG00661854: hypothetical protein" "Gene6221" NA "6" "0.028169014084507" "0.165845260845097" "1" "0"
"FIG00673147: hypothetical protein" "Gene7235" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00675231: hypothetical protein" "Gene7236" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00687570: hypothetical protein" "Gene4729" NA "12" "0.0610328638497653" "0.25886702321332" "1.08333333333333" "0.288675134594813"
"FIG00687966: hypothetical protein" "Gene6616" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00696205: hypothetical protein" "Gene8423" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00696983: hypothetical protein" "Gene8424" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00715926: hypothetical protein" "Gene8425" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00720292: hypothetical protein" "Gene8426" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00721371: hypothetical protein" "Gene8427" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG007317: Chromosome segregation protein SMC-like" "Gene1830" NA "165" "0.802816901408451" "0.474432679376289" "1.03636363636364" "0.217830463582909"
"FIG00738105: hypothetical protein" "Gene8428" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00740755: hypothetical protein" "Gene8429" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00740931: hypothetical protein" "Gene1384" NA "194" "1.06572769953052" "0.57903551967895" "1.17010309278351" "0.495506220129754"
"FIG00741119: hypothetical protein" "Gene8430" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00741453: hypothetical protein" "Gene3955" NA "25" "0.117370892018779" "0.322619933085667" "1" "0"
"FIG00741746: hypothetical protein" "Gene7237" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00752224: hypothetical protein" "Gene8431" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00761799: membrane protein" "Gene6222" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00764587: hypothetical protein" "Gene2596" NA "83" "0.389671361502347" "0.488824528628807" "1" "0"
"FIG00765372: hypothetical protein" "Gene2554" NA "88" "0.417840375586854" "0.50381659666897" "1.01136363636364" "0.106600358177805"
"FIG00770865: hypothetical protein" "Gene7238" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG007785: exported protein" "Gene0059" "Gene59" "212" "0.995305164319249" "0.0685188709827532" "1" "0"
"FIG00782644: hypothetical protein" "Gene8432" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00784359: hypothetical protein" "Gene5215" NA "9" "0.0422535211267606" "0.201640890276281" "1" "0"
"FIG00784623: hypothetical protein" "Gene7876" NA "1" "0.00938967136150235" "0.137037741965506" "2" NA
"FIG00790206: hypothetical protein" "Gene7239" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00791205: hypothetical protein" "Gene7877" NA "1" "0.00938967136150235" "0.137037741965506" "2" NA
"FIG00791715: hypothetical protein" "Gene8433" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00791741: hypothetical protein" "Gene8434" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00792107: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00792156: hypothetical protein" "Gene5639" NA "9" "0.0422535211267606" "0.201640890276281" "1" "0"
"FIG00792978: hypothetical protein" "Gene8435" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00793056: hypothetical protein" "Gene6223" NA "5" "0.0234741784037559" "0.15176056594936" "1" "0"
"FIG00793127: hypothetical protein" "Gene7240" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00793225: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00793260: hypothetical protein" "Gene8436" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00793325: hypothetical protein" "Gene5640" NA "6" "0.028169014084507" "0.165845260845097" "1" "0"
"FIG00793373: hypothetical protein" "Gene7241" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00793420: hypothetical protein" "Gene6224" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00793525: hypothetical protein" "Gene6617" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00793849: hypothetical protein" "Gene4756" NA "11" "0.0516431924882629" "0.221826943455005" "1" "0"
"FIG00793979: hypothetical protein" "Gene3891" NA "23" "0.107981220657277" "0.31108780478698" "1" "0"
"FIG00794466: hypothetical protein" "Gene8437" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00794787: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00795176: hypothetical protein" "Gene8438" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799373: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799375: hypothetical protein" "Gene5887" NA "7" "0.0328638497652582" "0.17870014216457" "1" "0"
"FIG00799381: hypothetical protein" "Gene5398" NA "9" "0.0422535211267606" "0.201640890276281" "1" "0"
"FIG00799391: hypothetical protein" "Gene8439" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799403: hypothetical protein" "Gene4881" NA "15" "0.0704225352112676" "0.256460504626278" "1" "0"
"FIG00799406: hypothetical protein" "Gene4848" NA "15" "0.0751173708920188" "0.28148965316391" "1.06666666666667" "0.258198889747161"
"FIG00799408: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799413: hypothetical protein" "Gene2820" NA "70" "0.328638497652582" "0.470824773940606" "1" "0"
"FIG00799423: hypothetical protein" "Gene8440" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799427: hypothetical protein" "Gene6618" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00799428: hypothetical protein" "Gene8441" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799430: hypothetical protein" "Gene5641" NA "6" "0.028169014084507" "0.165845260845097" "1" "0"
"FIG00799432: hypothetical protein" "Gene8442" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799433: hypothetical protein" "Gene6619" NA "6" "0.028169014084507" "0.165845260845097" "1" "0"
"FIG00799435: hypothetical protein" "Gene8443" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799437: hypothetical protein" "Gene2124" NA "128" "0.60093896713615" "0.490858951643303" "1" "0"
"FIG00799438: hypothetical protein" "Gene3956" NA "26" "0.122065727699531" "0.328132876040693" "1" "0"
"FIG00799447: hypothetical protein" "Gene5560" NA "9" "0.0469483568075117" "0.23321498333614" "1.11111111111111" "0.333333333333333"
"FIG00799453: hypothetical protein" NA NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799465: hypothetical protein" "Gene7242" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00799473: hypothetical protein" "Gene6225" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00799478: hypothetical protein" "Gene2528" NA "91" "0.450704225352113" "0.543973823446744" "1.05494505494505" "0.229135445758731"
"FIG00799488: hypothetical protein" "Gene3892" NA "26" "0.122065727699531" "0.328132876040693" "1" "0"
"FIG00799492: hypothetical protein" "Gene7243" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799498: hypothetical protein" "Gene3517" NA "35" "0.164319248826291" "0.371437964874858" "1" "0"
"FIG00799503: hypothetical protein" "Gene3484" NA "36" "0.169014084507042" "0.375647195967742" "1" "0"
"FIG00799510: hypothetical protein" "Gene2343" NA "111" "0.52112676056338" "0.500730266604388" "1" "0"
"FIG00799513: hypothetical protein" "Gene4368" NA "19" "0.0892018779342723" "0.285706376515055" "1" "0"
"FIG00799519: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799526: hypothetical protein" "Gene3155" NA "48" "0.225352112676056" "0.41879825034071" "1" "0"
"FIG00799528: hypothetical protein" "Gene5159" NA "11" "0.0563380281690141" "0.250696611182436" "1.09090909090909" "0.301511344577764"
"FIG00799529: hypothetical protein" "Gene5216" NA "8" "0.0375586854460094" "0.190574237954265" "1" "0"
"FIG00799534: hypothetical protein" "Gene6620" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00799535: hypothetical protein" "Gene7244" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799538: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799543: hypothetical protein" "Gene5039" NA "12" "0.0563380281690141" "0.231116482740212" "1" "0"
"FIG00799552: hypothetical protein" "Gene7878" NA "1" "0.00938967136150235" "0.137037741965506" "2" NA
"FIG00799555: hypothetical protein" "Gene6621" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00799563: hypothetical protein" "Gene8444" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799566: hypothetical protein" "Gene4369" NA "17" "0.07981220657277" "0.271640651988175" "1" "0"
"FIG00799567: hypothetical protein" "Gene8445" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799569: hypothetical protein" "Gene3657" NA "31" "0.145539906103286" "0.353475085927833" "1" "0"
"FIG00799571: hypothetical protein" "Gene6622" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00799576: hypothetical protein" NA NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799580: hypothetical protein" "Gene4554" NA "14" "0.0657276995305164" "0.248389265849984" "1" "0"
"FIG00799581: hypothetical protein" "Gene8446" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799583: hypothetical protein" "Gene7245" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799584: hypothetical protein" "Gene8447" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799590: hypothetical protein" "Gene8448" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799591: hypothetical protein" "Gene3703" NA "31" "0.145539906103286" "0.353475085927833" "1" "0"
"FIG00799592: hypothetical protein" "Gene3843" NA "26" "0.122065727699531" "0.328132876040693" "1" "0"
"FIG00799596: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799597: hypothetical protein" "Gene5642" NA "8" "0.0375586854460094" "0.190574237954265" "1" "0"
"FIG00799607: hypothetical protein" "Gene4016" NA "23" "0.107981220657277" "0.31108780478698" "1" "0"
"FIG00799615: hypothetical protein" "Gene5217" NA "8" "0.0375586854460094" "0.190574237954265" "1" "0"
"FIG00799617: hypothetical protein" "Gene4459" NA "17" "0.07981220657277" "0.271640651988175" "1" "0"
"FIG00799620: hypothetical protein" "Gene5218" NA "9" "0.0422535211267606" "0.201640890276281" "1" "0"
"FIG00799637: hypothetical protein" "Gene6623" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00799640: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799643: hypothetical protein" "Gene6226" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00799644: hypothetical protein" "Gene3439" NA "36" "0.173708920187793" "0.391975944782304" "1.02777777777778" "0.166666666666667"
"FIG00799646: hypothetical protein" "Gene8449" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799650: hypothetical protein" "Gene7879" NA "1" "0.00938967136150235" "0.137037741965506" "2" NA
"FIG00799651: hypothetical protein" "Gene8450" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799654: hypothetical protein" "Gene4214" NA "21" "0.0985915492957746" "0.298815092891188" "1" "0"
"FIG00799655: hypothetical protein" "Gene5040" NA "10" "0.0469483568075117" "0.212026569533926" "1" "0"
"FIG00799656: hypothetical protein" "Gene6227" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00799661: hypothetical protein" "Gene5561" NA "6" "0.0328638497652582" "0.203390518642804" "1.16666666666667" "0.408248290463863"
"FIG00799663: hypothetical protein" "Gene6228" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00799666: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799677: hypothetical protein" "Gene5219" NA "9" "0.0422535211267606" "0.201640890276281" "1" "0"
"FIG00799694: hypothetical protein" "Gene5220" NA "11" "0.0516431924882629" "0.221826943455005" "1" "0"
"FIG00799695: hypothetical protein" "Gene3893" NA "22" "0.103286384976526" "0.305049481993824" "1" "0"
"FIG00799703: hypothetical protein" "Gene8451" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799706: hypothetical protein" "Gene8452" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799707: hypothetical protein" "Gene3256" NA "50" "0.234741784037559" "0.424835766259185" "1" "0"
"FIG00799711: hypothetical protein" "Gene1689" NA "182" "0.854460093896714" "0.353475085927833" "1" "0"
"FIG00799717: hypothetical protein" "Gene8453" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799718: hypothetical protein" "Gene3257" NA "44" "0.206572769953052" "0.405799921201914" "1" "0"
"FIG00799721: hypothetical protein" "Gene6624" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00799722: hypothetical protein" "Gene8454" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799729: hypothetical protein" "Gene4149" NA "19" "0.0892018779342723" "0.285706376515055" "1" "0"
"FIG00799733: hypothetical protein" "Gene6625" NA "5" "0.0234741784037559" "0.15176056594936" "1" "0"
"FIG00799739: hypothetical protein" "Gene7246" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799742: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799745: hypothetical protein" "Gene5041" NA "9" "0.0422535211267606" "0.201640890276281" "1" "0"
"FIG00799746: hypothetical protein" "Gene8455" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00799748: hypothetical protein" "Gene4150" NA "20" "0.0938967136150235" "0.29237209530287" "1" "0"
"FIG00799753: hypothetical protein" "Gene3437" NA "35" "0.173708920187793" "0.403830538161901" "1.05714285714286" "0.235504107976803"
"FIG00799755: hypothetical protein" "Gene5888" NA "6" "0.028169014084507" "0.165845260845097" "1" "0"
"FIG00799757: hypothetical protein" "Gene4962" NA "11" "0.107981220657277" "0.5928681163794" "2.09090909090909" "1.70026735865542"
"FIG00799759: hypothetical protein" "Gene5160" NA "9" "0.0516431924882629" "0.260912087437305" "1.22222222222222" "0.440958551844098"
"FIG00799767: hypothetical protein" "Gene4151" NA "21" "0.0985915492957746" "0.298815092891188" "1" "0"
"FIG00799768: hypothetical protein" "Gene3268" NA "50" "0.258215962441315" "0.499046837073491" "1.1" "0.364215679542342"
"FIG00799772: hypothetical protein" "Gene7247" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00799779: hypothetical protein" "Gene3569" NA "36" "0.169014084507042" "0.375647195967742" "1" "0"
"FIG00799780: hypothetical protein" "Gene6626" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00799783: hypothetical protein" "Gene8456" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799791: hypothetical protein" "Gene3658" NA "32" "0.150234741784038" "0.3581430636915" "1" "0"
"FIG00799792: hypothetical protein" "Gene8457" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799811: hypothetical protein" "Gene8458" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799813: hypothetical protein" "Gene4882" NA "17" "0.07981220657277" "0.271640651988175" "1" "0"
"FIG00799817: hypothetical protein" "Gene7248" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799821: hypothetical protein" "Gene5643" NA "8" "0.0375586854460094" "0.190574237954265" "1" "0"
"FIG00799829: hypothetical protein" "Gene4514" NA "14" "0.0751173708920188" "0.313216138419846" "1.14285714285714" "0.534522483824849"
"FIG00799832: hypothetical protein" "Gene6229" NA "8" "0.0375586854460094" "0.190574237954265" "1" "0"
"FIG00799833: hypothetical protein" "Gene8459" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799835: hypothetical protein" "Gene8460" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799841: hypothetical protein" "Gene7249" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799842: hypothetical protein" "Gene5889" NA "6" "0.028169014084507" "0.165845260845097" "1" "0"
"FIG00799844: hypothetical protein" "Gene6230" NA "5" "0.0234741784037559" "0.15176056594936" "1" "0"
"FIG00799845: hypothetical protein" "Gene6627" NA "5" "0.0234741784037559" "0.15176056594936" "1" "0"
"FIG00799851: hypothetical protein" "Gene7250" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799853: hypothetical protein" "Gene8461" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799855: hypothetical protein" "Gene7251" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799859: hypothetical protein" "Gene8462" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799864: hypothetical protein" "Gene7252" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00799865: hypothetical protein" "Gene8463" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00799880: hypothetical protein" "Gene4757" NA "12" "0.0563380281690141" "0.231116482740212" "1" "0"
"FIG00799881: hypothetical protein" "Gene4370" NA "18" "0.0845070422535211" "0.278801962238945" "1" "0"
"FIG00799884: hypothetical protein" "Gene8464" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799888: hypothetical protein" "Gene8465" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00799893: hypothetical protein" "Gene3282" NA "42" "0.197183098591549" "0.398809016210903" "1" "0"
"FIG00799895: hypothetical protein" "Gene5042" NA "10" "0.0469483568075117" "0.212026569533926" "1" "0"
"FIG00799896: hypothetical protein" "Gene8466" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799899: hypothetical protein" "Gene4152" NA "18" "0.0845070422535211" "0.278801962238945" "1" "0"
"FIG00799903: hypothetical protein" NA NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00799906: hypothetical protein" "Gene4293" NA "20" "0.0938967136150235" "0.29237209530287" "1" "0"
"FIG00799914: hypothetical protein" "Gene7253" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00799916: hypothetical protein" "Gene4648" NA "18" "0.0845070422535211" "0.278801962238945" "1" "0"
"FIG00799921: hypothetical protein" "Gene8467" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799922: hypothetical protein" "Gene4371" NA "20" "0.0938967136150235" "0.29237209530287" "1" "0"
"FIG00799933: hypothetical protein" "Gene5800" NA "6" "0.0328638497652582" "0.203390518642804" "1.16666666666667" "0.408248290463863"
"FIG00799936: hypothetical protein" "Gene5644" NA "6" "0.028169014084507" "0.165845260845097" "1" "0"
"FIG00799939: hypothetical protein" "Gene5043" NA "9" "0.0422535211267606" "0.201640890276281" "1" "0"
"FIG00799941: hypothetical protein" "Gene5890" NA "5" "0.0234741784037559" "0.15176056594936" "1" "0"
"FIG00799942: hypothetical protein" "Gene4215" NA "18" "0.0845070422535211" "0.278801962238945" "1" "0"
"FIG00799948: hypothetical protein" "Gene6628" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00799950: hypothetical protein" "Gene3777" NA "30" "0.145539906103286" "0.366576865931063" "1.03333333333333" "0.182574185835055"
"FIG00799952: hypothetical protein" "Gene8468" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799953: hypothetical protein" "Gene2989" NA "62" "0.291079812206573" "0.455330336457036" "1" "0"
"FIG00799962: hypothetical protein" "Gene5399" NA "12" "0.0563380281690141" "0.231116482740212" "1" "0"
"FIG00799966: hypothetical protein" "Gene3128" NA "51" "0.23943661971831" "0.427744922636552" "1" "0"
"FIG00799968: hypothetical protein" "Gene5891" NA "5" "0.0234741784037559" "0.15176056594936" "1" "0"
"FIG00799969: hypothetical protein" "Gene7254" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00799973: hypothetical protein" "Gene5221" NA "8" "0.0375586854460094" "0.190574237954265" "1" "0"
"FIG00799976: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799982: hypothetical protein" "Gene4017" NA "21" "0.0985915492957746" "0.298815092891188" "1" "0"
"FIG00799983: hypothetical protein" "Gene8469" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00799990: hypothetical protein" "Gene5892" NA "5" "0.0234741784037559" "0.15176056594936" "1" "0"
"FIG00799996: hypothetical protein" "Gene8470" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00800005: hypothetical protein" "Gene8471" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00800009: hypothetical protein" "Gene8472" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00800011: hypothetical protein" "Gene8473" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00800027: hypothetical protein" "Gene8474" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00800028: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00800030: hypothetical protein" "Gene6629" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00800035: hypothetical protein" "Gene5222" NA "9" "0.0422535211267606" "0.201640890276281" "1" "0"
"FIG00800036: hypothetical protein" "Gene4018" NA "24" "0.112676056338028" "0.316941267756371" "1" "0"
"FIG00800037: hypothetical protein" "Gene7255" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00800038: hypothetical protein" "Gene6630" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"FIG00800047: hypothetical protein" "Gene7256" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00800049: hypothetical protein" "Gene3518" NA "35" "0.164319248826291" "0.371437964874858" "1" "0"
"FIG00800052: hypothetical protein" "Gene6231" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00800054: hypothetical protein" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00800058: hypothetical protein" "Gene2799" NA "67" "0.314553990610329" "0.46543184770091" "1" "0"
"FIG00800063: hypothetical protein" "Gene4294" NA "17" "0.07981220657277" "0.271640651988175" "1" "0"
"FIG00800064: hypothetical protein" "Gene5400" NA "11" "0.0516431924882629" "0.221826943455005" "1" "0"
"FIG00800068: hypothetical protein" "Gene3785" NA "24" "0.112676056338028" "0.316941267756371" "1" "0"
"FIG00800070: hypothetical protein" "Gene8475" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00800079: hypothetical protein" "Gene1672" NA "178" "0.906103286384977" "0.505265042197169" "1.08426966292135" "0.333920006796342"
"FIG00800105: hypothetical protein" "Gene2268" NA "113" "0.924882629107981" "0.928577025756542" "1.74336283185841" "0.438723006128234"
"FIG00800106: hypothetical protein" "Gene4295" NA "19" "0.0892018779342723" "0.285706376515055" "1" "0"
"FIG00800107: hypothetical protein" "Gene5124" NA "12" "0.0938967136150235" "0.424053139067853" "1.66666666666667" "0.778498944161523"
"FIG00800111: hypothetical protein" "Gene7257" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00800112: hypothetical protein" "Gene8476" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00800114: hypothetical protein" "Gene4555" NA "15" "0.0704225352112676" "0.256460504626278" "1" "0"
"FIG00800117: hypothetical protein" "Gene2646" NA "81" "0.380281690140845" "0.486599594697112" "1" "0"
"FIG00800121: hypothetical protein" "Gene7258" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00800122: hypothetical protein" "Gene8477" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"FIG00800140: hypothetical protein" "Gene7259" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00800145: hypothetical protein" "Gene7260" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"FIG00800151: hypothetical protein" "Gene4271" NA "19" "0.0938967136150235" "0.30808343736063" "1.05263157894737" "0.229415733870562"
"FIG00800152: hypothetical protein" "Gene6631" NA "7" "0.0328638497652582" "0.17870014216457" "1" "0"
"FIG00800154: hypothetical protein" "Gene5893" NA "5" "0.0234741784037559" "0.15176056594936" "1" "0"
"FIG00800161: hypothetical protein" "Gene7261" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"FIG00800164: hypothetical protein" "Gene6632" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
